,aiddata_id,aiddata_2_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
34533,69703805,28190762,2006,Netherlands,South Africa,271,16010,Social/ welfare services
34541,69712448,28191756,2006,Netherlands,South Africa,14441,16010,Social/ welfare services
34927,69965930,28160567,2006,Italy,Chile,1516,16010,Social/ welfare services
47820,79766634,27765928,2006,France,Brazil,6953920,16010,Social/ welfare services
48587,80350779,28017053,2006,Germany,India,240302,32120,Industrial development
50070,81478049,29831251,2006,United States,Brazil,1061866,16010,Social/ welfare services
35384,70308448,27839284,2006,Germany,South Africa,68461,23030,Power generation/renewable sources
35470,70370767,29596403,2006,Canada,India,111841,32120,Industrial development
35524,70406777,28160481,2006,Italy,Brazil,60586,32120,Industrial development
35553,70425384,27767666,2006,France,Colombia,893197,23030,Power generation/renewable sources
48477,80274208,29831028,2006,United States,Brazil,26354,16010,Social/ welfare services
50135,81529557,28157908,2006,Italy,Brazil,9414,16010,Social/ welfare services
36383,71054537,29911948,2006,United States,India,362374,32120,Industrial development
36776,71361911,28549130,2006,Sweden,Colombia,51046,23030,Power generation/renewable sources
35305,70253498,28220206,2006,Netherlands,Colombia,94646,16010,Social/ welfare services
33572,68981066,28353582,2006,Norway,Brazil,1510761,16010,Social/ welfare services
40030,73838904,27834115,2006,Germany,South Africa,97996,23030,Power generation/renewable sources
40305,74036271,27767335,2006,France,Colombia,31584,16010,Social/ welfare services
43845,76790467,29655213,2006,United States,South Africa,118595,32220,Mineral/Metal prospection and exploration
43882,76813684,28281413,2006,Norway,South Africa,46834,16010,Social/ welfare services
51241,82351742,28191493,2006,Netherlands,South Africa,49022,16010,Social/ welfare services
51286,82389017,28157259,2006,Italy,Brazil,10602,16010,Social/ welfare services
44157,77000865,28514365,2006,Sweden,South Africa,17015,16010,Social/ welfare services
44210,77036805,28281776,2006,Norway,South Africa,12949,32120,Industrial development
46292,78587481,28746287,2006,United Kingdom,India,135289591,16010,Social/ welfare services
44554,77278513,28355314,2006,Norway,Colombia,43165,16010,Social/ welfare services
46276,78573365,28389554,2006,Norway,India,4316,16010,Social/ welfare services
43707,76688262,29834303,2006,United States,Colombia,274526,32220,Mineral/Metal prospection and exploration
29306,65750760,28190814,2006,Netherlands,South Africa,19396,16010,Social/ welfare services
51516,82553548,28155876,2006,Italy,Brazil,66319,16010,Social/ welfare services
45895,78292414,27767865,2006,France,Colombia,1828406,16010,Social/ welfare services
44974,77587864,28192594,2006,Netherlands,South Africa,301907,16010,Social/ welfare services
45051,77646180,29832820,2006,United States,Chile,58199,16010,Social/ welfare services
45609,78072841,28560639,2006,Sweden,India,20199,16010,Social/ welfare services
45379,77908793,28190657,2006,Netherlands,South Africa,767,16010,Social/ welfare services
45600,78068611,28514515,2006,Sweden,South Africa,100837,16010,Social/ welfare services
45480,77978233,28387175,2006,Norway,India,2158,23030,Power generation/renewable sources
51746,82744426,28190552,2006,Netherlands,South Africa,2843,16010,Social/ welfare services
44830,77496886,28387904,2006,Norway,India,107911,32120,Industrial development
40264,74001700,28191284,2006,Netherlands,South Africa,73610,16010,Social/ welfare services
43627,76633067,28548830,2006,Sweden,Colombia,842372,16010,Social/ welfare services
43343,76407364,29832220,2006,United States,Brazil,203149,16010,Social/ welfare services
40527,74201726,27957712,2006,Germany,Chile,2700293,16010,Social/ welfare services
40538,74208733,29942496,2006,United States,Thailand,502931,16010,Social/ welfare services
40949,74547764,28746251,2006,United Kingdom,India,3976574,32120,Industrial development
41310,74831922,28280043,2006,Norway,South Africa,12086,21030,Rail transport
41482,74952163,28156281,2006,Italy,Brazil,90879,16010,Social/ welfare services
41493,74957480,30145931,2006,Japan,India,210090479,23030,Power generation/renewable sources
41693,75114322,28561039,2006,Sweden,India,277393,16010,Social/ welfare services
41812,75214875,28192646,2006,Netherlands,South Africa,285826,16010,Social/ welfare services
41885,75271457,28157347,2006,Italy,Brazil,19690,16010,Social/ welfare services
43511,76534270,28157562,2006,Italy,Brazil,391123,16010,Social/ welfare services
50921,82117775,29942462,2006,United States,Thailand,82358,16010,Social/ welfare services
42626,75854297,29912679,2006,United States,India,18668,16010,Social/ welfare services
50985,82159204,28159279,2006,Italy,Brazil,390554,16010,Social/ welfare services
46576,78803482,28063496,2006,Germany,Thailand,1965092,16010,Social/ welfare services
51047,82205645,28514915,2006,Sweden,South Africa,117643,16010,Social/ welfare services
46562,78790802,29652096,2006,United States,South Africa,605055,23020,Power generation/non-renewable sources
43035,76156718,29944068,2006,United States,Thailand,5200617,16010,Social/ welfare services
43091,76206409,29832970,2006,United States,Chile,181187,16010,Social/ welfare services
51083,82232932,28280865,2006,Norway,South Africa,8633,32120,Industrial development
46504,78747137,28231069,2006,Netherlands,India,22216,16010,Social/ welfare services
42183,75512413,28716155,2006,United Kingdom,South Africa,1401,32220,Mineral/Metal prospection and exploration
33501,68934753,28281641,2006,Norway,South Africa,4316,32120,Industrial development
51685,82703226,29908546,2006,United States,India,278918,21050,Air transport
31527,67439623,28354039,2006,Norway,Colombia,271721,16010,Social/ welfare services
33023,68558905,28390420,2006,Norway,India,32373,16010,Social/ welfare services
32000,67813621,28191913,2006,Netherlands,South Africa,1109,16010,Social/ welfare services
48784,80503452,27766552,2006,France,Chile,52758,16010,Social/ welfare services
32767,68370071,29943330,2006,United States,Thailand,262447,16010,Social/ welfare services
30896,66969168,28157953,2006,Italy,Brazil,15723,16010,Social/ welfare services
49989,81416180,27948940,2006,Germany,Brazil,278515,16010,Social/ welfare services
30082,66333510,27838245,2006,Germany,South Africa,293184,16010,Social/ welfare services
49145,80766848,28387996,2006,Norway,India,6475,32120,Industrial development
29917,66206974,28017146,2006,Germany,India,661123,16010,Social/ welfare services
48673,80408918,28388593,2006,Norway,India,29352,16010,Social/ welfare services
48946,80613687,29907974,2006,United States,India,274526,16010,Social/ welfare services
32297,68016058,28159237,2006,Italy,Brazil,16754,16010,Social/ welfare services
32300,68017186,29835039,2006,United States,Colombia,768672,23030,Power generation/renewable sources
30737,66847789,28560789,2006,Sweden,India,51843,16010,Social/ welfare services
31367,67337650,29834227,2006,United States,Colombia,8785,32120,Industrial development
32366,68066504,28561239,2006,Sweden,India,90220,16010,Social/ welfare services
32414,68100559,29831325,2006,United States,Brazil,198757,22020,Telecommunications
32521,68188126,29654421,2006,United States,South Africa,1098,32120,Industrial development
49077,80713027,29942426,2006,United States,Thailand,1098,16010,Social/ welfare services
49583,81117811,28016221,2006,Germany,India,437568,23030,Power generation/renewable sources
30921,66985225,29831363,2006,United States,Brazil,464498,32120,Industrial development
49541,81081204,28192070,2006,Netherlands,South Africa,13733,16010,Social/ welfare services
33297,68776455,29944034,2006,United States,Thailand,48317,16010,Social/ welfare services
49253,80858647,28159359,2006,Italy,Brazil,103371,16010,Social/ welfare services
33184,68689628,28159013,2006,Italy,Brazil,45439,16010,Social/ welfare services
31733,67599851,28386257,2006,Norway,India,15539,32120,Industrial development
31803,67656642,28161512,2006,Italy,Colombia,17588,32120,Industrial development
12823,53299774,32417035,2007,United Kingdom,Brazil,23679,16010,Social/ welfare services
41269,74790655,34004071,2007,United States,India,429832,21050,Air transport
48914,80591592,31902353,2007,Norway,South Africa,14664,23030,Power generation/renewable sources
12207,52823635,33780264,2007,United States,Colombia,282018,32120,Industrial development
18901,57921768,32428980,2007,United Kingdom,India,13890,23030,Power generation/renewable sources
41291,74813726,31699571,2007,Germany,Thailand,2149907,16010,Social/ welfare services
39808,73666905,31337748,2007,France,Thailand,1088354,16010,Social/ welfare services
39737,73608713,34007461,2007,United States,India,106714,32120,Industrial development
39661,73532968,31978971,2007,Norway,Brazil,67034,32120,Industrial development
20206,58864781,33427694,2007,Canada,Colombia,1313168,16010,Social/ welfare services
30859,66940802,31980943,2007,Norway,Colombia,48180,16010,Social/ welfare services
41212,74745365,33524917,2007,United States,South Africa,42686,16010,Social/ welfare services
47019,79128523,31800408,2007,Italy,Brazil,88771,16010,Social/ welfare services
48924,80596883,31560991,2007,Germany,Colombia,3030467,16010,Social/ welfare services
50611,81861151,31553684,2007,Germany,Chile,7375032,23030,Power generation/renewable sources
39648,73522460,31592846,2007,Germany,Saudi Arabia,12646,16010,Social/ welfare services
50841,82058074,31799398,2007,Italy,Brazil,14795,16010,Social/ welfare services
11652,52423967,33779518,2007,United States,Colombia,121045,22020,Telecommunications
19055,58026339,32008247,2007,Norway,India,71464,32120,Industrial development
40156,73929679,31323493,2007,France,Saudi Arabia,90326,16010,Social/ welfare services
40072,73870285,31903717,2007,Norway,South Africa,8379,32120,Industrial development
19808,58577986,31903762,2007,Norway,South Africa,8379,23030,Power generation/renewable sources
40195,73956975,32010218,2007,Norway,India,20948,16010,Social/ welfare services
26893,63941688,33777937,2007,United States,Colombia,1718,16010,Social/ welfare services
19695,58496681,32010306,2007,Norway,India,9964,16010,Social/ welfare services
31235,67237454,33779042,2007,United States,Colombia,249278,16010,Social/ welfare services
11828,52545749,33777853,2007,United States,Chile,151534,16010,Social/ welfare services
40280,74017136,31400875,2007,Germany,South Africa,1675835,16010,Social/ welfare services
9411,50741514,31833832,2007,Netherlands,South Africa,6507387,16010,Social/ welfare services
40359,74082899,31803155,2007,Italy,Colombia,230199,16010,Social/ welfare services
12876,53345223,31978100,2007,Norway,Brazil,100926,23030,Power generation/renewable sources
33408,68857701,31330196,2007,France,India,5125762,16010,Social/ welfare services
11763,52502792,33779083,2007,United States,Colombia,1334,16010,Social/ welfare services
19919,58664490,31855912,2007,Netherlands,Colombia,6118,16010,Social/ welfare services
19222,58143855,34005072,2007,United States,India,266785,23030,Power generation/renewable sources
12119,52763089,31634480,2007,Germany,India,7212,16010,Social/ welfare services
19121,58076686,31546193,2007,Germany,Brazil,286464,16010,Social/ welfare services
9409,50739952,31904201,2007,Norway,South Africa,13640,23020,Power generation/non-renewable sources
40964,74556280,34004954,2007,United States,India,1102957,32220,Mineral/Metal prospection and exploration
47214,79281323,33774441,2007,United States,Brazil,807886,16010,Social/ welfare services
19061,58031358,31801364,2007,Italy,Brazil,345108,16010,Social/ welfare services
18378,57527873,32009079,2007,Norway,India,14664,16010,Social/ welfare services
33372,68830197,32429995,2007,United Kingdom,India,10593,23030,Power generation/renewable sources
12963,53404918,31550792,2007,Germany,Brazil,194728,16010,Social/ welfare services
16556,56106883,33780504,2007,United States,Colombia,19784676,16010,Social/ welfare services
44359,77139659,31803115,2007,Italy,Colombia,16409,16010,Social/ welfare services
44506,77236042,31903939,2007,Norway,South Africa,42210,22020,Telecommunications
16240,55862240,33780302,2007,United States,Colombia,3419985,16010,Social/ welfare services
28496,65169118,31643677,2007,Germany,India,207710,16010,Social/ welfare services
14050,54241669,32429954,2007,United Kingdom,India,7631,23020,Power generation/non-renewable sources
29843,66150234,31979747,2007,Norway,Colombia,123485,16010,Social/ welfare services
52285,83179139,31634972,2007,Germany,India,178758,16010,Social/ welfare services
